row_id,source_id,dialect,split,granularity,source_text_raw,source_text_model,target_text_raw,target_text_model,quality_flags,reviewer_id,dialect_authenticity_1_to_5,target_adequacy_1_to_5,target_fluency_1_to_5,label_correct_yes_no,unsafe_or_pii_yes_no,review_notes
e70f713c95d6e7d35784dbcfc924a0e724070ea8685c8f2c3712a89f5a3ad5fc,bd_dialect_v2,MYM,test_ood,word,ফাইল,ফাইল,ফাইল,ফাইল,"[""source_equals_target""]",,,,,,,
2a1852dfba7b17b0c6e5c36e3e3b16c3517242dfd077cd0ebbf72cb5bfc682ce,bd_dialect_v2,MYM,test_ood,word,সূত্র,সূত্র,তথ্যসূত্র,তথ্যসূত্র,[],,,,,,,
bd3f327fad0a359dc069ccc090c663b3ab6f8fca67941f2f06dbe1e8129ac159,bd_dialect_v2,MYM,test_ood,phrase,শাড়ী পরন,শাড়ী পরন,শাড়ি পড়া,শাড়ি পড়া,[],,,,,,,
0d48e4155819e93e6ccdd8b053a10e074277e051fa3a79ec6f91a5cf33869163,bd_dialect_v2,MYM,test_ood,phrase,মনোবল নাই,মনোবল নাই,ইচ্ছাশক্তি নাই,ইচ্ছাশক্তি নাই,[],,,,,,,
a64e270c612b704bb06b824e2c5f967c4bfe24709aa6038392c8dc1bebc3bf1d,bd_dialect_v2,MYM,test_ood,word,আছার,আছার,আচার,আচার,[],,,,,,,
e0eaad8f6bd196f275fcd4cd632ddc14ae064df7419d4110422fd13324c72a82,bd_dialect_v2,MYM,test_ood,word,রুই,রুই,রুই,রুই,"[""source_equals_target""]",,,,,,,
44a13b1d31e9d46f5bb990d2276d77299b90ebbb519746b457c174a5e564e723,bd_dialect_v2,MYM,test_ood,word,ভূগোল,ভূগোল,ভূগোল,ভূগোল,"[""source_equals_target""]",,,,,,,
613f7fa52116b995f14dc0b5957b874e20a5874eaf670123f06172c5fc364d2c,bd_dialect_v2,MYM,test_ood,phrase,সফটওয়্যারডা ঠিক করো,সফটওয়্যারডা ঠিক করো,সফটওয়্যার করো,সফটওয়্যার করো,[],,,,,,,
32e8b661cc31fe3394d69704a80774c98703a1d59b739529bba7af7cd66b3bae,bd_dialect_v2,MYM,test_ood,phrase,পরিচয় লও,পরিচয় লও,পরিচয় নেওয়া,পরিচয় নেওয়া,[],,,,,,,
fd496c2f01acd8c62431c218dc10b42e86cb0af58008cd54ff40cc8867e15a2e,bd_dialect_v2,MYM,test_ood,phrase,গলফ খেলা,গলফ খেলা,গলফ খেলা,গলফ খেলা,"[""source_equals_target""]",,,,,,,
a56b4ce0b7f5f7efa383ee71d22e914c55e102e49ec2824d39d472172928ead9,bd_dialect_v2,NOA,test_ood,word,হাওন,হাওন,সরবরাহ,সরবরাহ,[],,,,,,,
8886ead316286c3d3dc809996264fbb25e652147d613f5788ffe70feb539fbfd,bd_dialect_v2,NOA,test_ood,phrase,ব্যর্থ চেস্টা,ব্যর্থ চেস্টা,ব্যর্থ চেষ্টা,ব্যর্থ চেষ্টা,[],,,,,,,
c03e52e7eb302537c398d31a7ab0b88a8c12f2c50cd1c8c73c08438c6e70603a,bd_dialect_v2,NOA,test_ood,phrase,মারকছ নেওন,মারকছ নেওন,মার্কস নেওয়া,মার্কস নেওয়া,[],,,,,,,
df8fb94c56890c7dccd8027548b974c4f1e41f112c83da32cf0dd84fc97419dd,bd_dialect_v2,NOA,test_ood,phrase,হাফ্ফোড় হেলাই,হাফ্ফোড় হেলাই,কাপড় সেলাই,কাপড় সেলাই,[],,,,,,,
d7a803bf8c3f8dc5c1891f547f59169bea6bb320c7dba2af978e916f7e09dc4d,bd_dialect_v2,NOA,test_ood,word,তালিম,তালিম,প্রশিক্ষণ,প্রশিক্ষণ,[],,,,,,,
0444171782a57536bf81eefb0fcc9c7d053c1a0ba1fca2f80f911f4af8484276,bd_dialect_v2,NOA,test_ood,word,বেবসাহী,বেবসাহী,ব্যবসায়ী,ব্যবসায়ী,[],,,,,,,
ca6f5b1fae211bebf0507aa2337ce38c0c6af483b59ea4560d2d2b487ae70992,bd_dialect_v2,NOA,test_ood,word,হোইছে,হোইছে,সম্পন্ন,সম্পন্ন,[],,,,,,,
b2ac033718f030bb4db1c0ab42e2c6dfa74d4f6c7ff091eb2e6078516cb81b07,bd_dialect_v2,NOA,test_ood,phrase,হত্রিকা হোড়া,হত্রিকা হোড়া,পত্রিকা পড়া,পত্রিকা পড়া,[],,,,,,,
1f48022fedfcf4811284a694df8b5c90c52dbc1ec8014f7e9654d4b60efaef14,bd_dialect_v2,NOA,test_ood,word,বিসলেষক,বিসলেষক,বিশ্লেষক,বিশ্লেষক,[],,,,,,,
6f0c9f4eae2a1cd262e7daf3f17a224a110f179d1c45e6ed6222967fbb29695f,bd_dialect_v2,NOA,test_ood,phrase,মুখ নাড়,মুখ নাড়,মুখ নারাও,মুখ নারাও,[],,,,,,,
f4bac61bea52af861509364738a47cb2361dff382028f0e57492745e395ae013,bd_dialect_v2,RAJ,test_ood,phrase,নিয়ন্ত্রণ করেন,নিয়ন্ত্রণ করেন,নিয়ন্ত্রণ করা,নিয়ন্ত্রণ করা,[],,,,,,,
a44098cdca081e36fd8638684da54e6e393d63da7dc7478ae239cc1e640e9d19,bd_dialect_v2,RAJ,test_ood,word,দরকার,দরকার,দরকার,দরকার,"[""source_equals_target""]",,,,,,,
e4254a3c9e002e3b10e6ce8f21b607cf30b0fb88e6429ea214e5d9df6c9f665b,bd_dialect_v2,RAJ,test_ood,phrase,তাজা থোন,তাজা থোন,তাজা রাখা,তাজা রাখা,[],,,,,,,
753e9a2f84d21474fe412651c8624c88fffbb8311de70c2a5f1f3eb7139fdaa7,bd_dialect_v2,RAJ,test_ood,phrase,লেখক হন,লেখক হন,লেখক হওয়া,লেখক হওয়া,[],,,,,,,
e87b2f758f34eaed72bdc20f1040d680aca2710c01ece45147beee02c0b55c99,bd_dialect_v2,RAJ,test_ood,phrase,ঘুম ছাড়েন,ঘুম ছাড়েন,ঘুম ছাড়ো,ঘুম ছাড়ো,[],,,,,,,
cf61d0c2b6229aac3d38aa05a49d9ce5425a04ec1436965744c31ebba4048597,bd_dialect_v2,RAJ,test_ood,phrase,নারকোল আছে,নারকোল আছে,নারিকেল আছে,নারিকেল আছে,[],,,,,,,
ae4b7e2fb4d9c4f1e8843b6797c5df00f9dc0a92d2420483a4593cf539616dd1,bd_dialect_v2,RAJ,test_ood,phrase,ঝাড়ু লই দাও,ঝাড়ু লই দাও,ঝাড়ু দাও,ঝাড়ু দাও,[],,,,,,,
63021caecc8258f2b57b2758f040587afa2dd9e628958ab27a4c5ac149264b33,bd_dialect_v2,RAJ,test_ood,phrase,টিভি দেখা,টিভি দেখা,টেলিভিশন দেখা,টেলিভিশন দেখা,[],,,,,,,
a606006e1ef33831405a9f20a41836138e3f660d3e22772a96fba7efbd60bd44,bd_dialect_v2,RAJ,test_ood,word,খ্যাশ,খ্যাশ,সমাপ্ত,সমাপ্ত,[],,,,,,,
92ad31977339d6fbbe6335685c47e9583b26490bb8458971f1560715293be12b,bd_dialect_v2,RAJ,test_ood,word,নেতাগিরি,নেতাগিরি,নেতৃত্ব,নেতৃত্ব,[],,,,,,,
84a861de0d52bee7f814c291d59b86bc6dcc82a9f08ef50549b3702e509d04d8,bd_dialect_v2,SYL,test_ood,phrase,ফাতা সবুজ,ফাতা সবুজ,পাতা সবুজ,পাতা সবুজ,[],,,,,,,
4553f62a2380c8c9137b4753a8054bdd105510eb3f9480ac6e66a40f5d3dc4a9,bd_dialect_v2,SYL,test_ood,phrase,শনিবার আও,শনিবার আও,শনিবার আসো,শনিবার আসো,[],,,,,,,
8ad6798b2b8e665ac506c13e7ea06420cd622520c2fbc1ee5a2d13346a4a9a9d,bd_dialect_v2,SYL,test_ood,phrase,ঝুড়ি দেখাইও,ঝুড়ি দেখাইও,ঝুড়ি দেখাও,ঝুড়ি দেখাও,[],,,,,,,
206d0dc10394c344ae8154380327509059e7a2fd2766441c59c154e42f0be773,bd_dialect_v2,SYL,test_ood,phrase,বাছাই অইছে,বাছাই অইছে,বাছাই হয়েছে,বাছাই হয়েছে,[],,,,,,,
ab7b40d98f44e6167c5cec9bfcc309c80617e3d900ee6d1f076592ecf6966056,bd_dialect_v2,SYL,test_ood,phrase,ভালা ঘুম,ভালা ঘুম, ভালো ঘুম ,ভালো ঘুম,[],,,,,,,
3f40b615e9ccf5d9fa71d7b1fbec1731720b44daef163b8d7692057189d30338,bd_dialect_v2,SYL,test_ood,word,ভোগ্যফণ্য,ভোগ্যফণ্য,ভোগ্যপণ্য,ভোগ্যপণ্য,[],,,,,,,
0295542db0cacd6bb5434a679107957815889fc5743c57a2059a99cbb74116ae,bd_dialect_v2,SYL,test_ood,phrase,ভাত হাও,ভাত হাও,ভাত খাই,ভাত খাই,[],,,,,,,
3acd2b4399648038bc2663aa395130b658f55c4cddc3f4fa2b7548a93353b0a7,bd_dialect_v2,SYL,test_ood,word,চরিত্র,চরিত্র,চরিত্র,চরিত্র,"[""source_equals_target""]",,,,,,,
f53abd42aaa979d64ef7a758d504af0a262a67731c7db18948dc476f30603b1f,bd_dialect_v2,SYL,test_ood,phrase,স্বাদ নাই,স্বাদ নাই,স্বাদ নাই,স্বাদ নাই,"[""source_equals_target""]",,,,,,,
2019fbf8f953a355985009e0cb5d64d3a6e25f17ff895beece258e1ce044fa00,bd_dialect_v2,SYL,test_ood,phrase,ফথ খুঁজ,ফথ খুঁজ,পথ খুঁজো,পথ খুঁজো,[],,,,,,,
8ee5a8a73c716e076cda5519a5c1029db14786fd8a2eb48fb3c385bcae2dca52,chattogramsent_v2_novel,CHI,train,sentence,তুরা মনত হষ্ট ন আনিস,তুরা মনত হষ্ট ন আনিস,তুরা মনত হষ্ট না আনিস,তুরা মনত হষ্ট না আনিস,[],,,,,,,
3de42abf12183f156f597d73505ff6967fccfcaf71492c4b4019982e9f1e0086,chattogramsent_v2_novel,CHI,validation,sentence,অযাগাত মাইনসে যায় না,অযাগাত মাইনসে যায় না,অযাগাত মাইনসে যায় নাা,অযাগাত মাইনসে যায় নাা,[],,,,,,,
51d3ba6929edf30074b7ff85e6ca47515c86383d9791089d3acbb975fd4dd48d,chattogramsent_v2_novel,CHI,train,phrase,তুই হ কীরতাম,তুই হ কীরতাম,তুই হ কীরতাম,তুই হ কীরতাম,"[""source_equals_target""]",,,,,,,
43e81d1171ec9056703bc580d7caa4d7d97c2f69b4f928aac4c23fef946a047b,chattogramsent_v2_novel,CHI,train,phrase,অবলারে যায় ছাড়ি,অবলারে যায় ছাড়ি,অবলারে যায় ছাড়ি,অবলারে যায় ছাড়ি,"[""source_equals_target""]",,,,,,,
ae57d078300fd99569fc27b1425e03324ed649ca2d9a2ac46823ff0db12cf307,chattogramsent_v2_novel,CHI,train,phrase,কান ফুইশ্শানি খেলা,কান ফুইশ্শানি খেলা,কানা ফুইশ্শানাি খেলা,কানা ফুইশ্শানাি খেলা,[],,,,,,,
ab6c2ad85ace00b1b288e92c82edddbadd0e9fc819ccee4136e966f31d80c289,chattogramsent_v2_novel,CHI,train,phrase,অবটিন্‌ শেষ চাইল,অবটিন্ শেষ চাইল,অবটিনা্‌ শেষ চাইল,অবটিনা্ শেষ চাইল,[],,,,,,,
9a5f5001499dde95dafaed43c23ab0abe8b68a059cff6ed338f62d46d10eeb44,chattogramsent_v2_novel,CHI,train,phrase,আল চ গই,আল চ গই,আল চ গই,আল চ গই,"[""source_equals_target""]",,,,,,,
790ac6e2ce58713b30e69657b04ddc43197852c3dd09e8dc2d40ef015886818d,chattogramsent_v2_novel,CHI,validation,sentence,গাল বারাই চওয়ার ফরিবু,গাল বারাই চওয়ার ফরিবু,গাল বারাই চওয়ার ফরিবু,গাল বারাই চওয়ার ফরিবু,"[""source_equals_target""]",,,,,,,
f9479998345c77d2d5c9c7963981aa069faacf93b309d7d5645dca398a1cba5a,chattogramsent_v2_novel,CHI,train,sentence,আরার মেম্বর চুর আছিল,আরার মেম্বর চুর আছিল,আরার মেম্বর চুর আছিল,আরার মেম্বর চুর আছিল,"[""source_equals_target""]",,,,,,,
3f487734df93448f5e85432a8390d8c242e9e3107f81cbed2c470889ec8fbeb2,chattogramsent_v2_novel,CHI,train,sentence,আর সুদানিরজি ইবা হার কুলত ঘুম যার আল্লাহ জানে,আর সুদানিরজি ইবা হার কুলত ঘুম যার আল্লাহ জানে,আর সুদানািরজি ইবা হার কুলত ঘুম যার আল্লাহ জানাে,আর সুদানািরজি ইবা হার কুলত ঘুম যার আল্লাহ জানাে,[],,,,,,,
9f5dcb4c30a7dbe0940f8e62adc271b1664534a05779e4a45927139ecab8f312,kothon_v4,CHI,validation,sentence,"ত্ৰিশজন বোর্ডারের অঙ্গে বেআগ  সম থাহে গোডা দশেক আত্মীয়, কিছু দেশর বাড়ির মানুষ।","ত্ৰিশজন বোর্ডারের অঙ্গে বেআগ সম থাহে গোডা দশেক আত্মীয়, কিছু দেশর বাড়ির মানুষ।","ত্ৰিশজন বোর্ডারের সঙ্গে সব সময় থাকে গোটা দশেক আত্মীয়, কিছু দেশের বাড়ির মানুষ।","ত্ৰিশজন বোর্ডারের সঙ্গে সব সময় থাকে গোটা দশেক আত্মীয়, কিছু দেশের বাড়ির মানুষ।",[],,,,,,,
63ea0be9fe1acd5d386677112d06b448aec363e514f7ec90b4b58f7403538dba,kothon_v4,CHI,train,sentence,তিন বছরর লাই ইতেরে চুক্তিত এই পদত নিয়োগ দন হোয়ি ।,তিন বছরর লাই ইতেরে চুক্তিত এই পদত নিয়োগ দন হোয়ি।,তিন বছরের জন্য তাকে চুক্তিতে এই পদে নিয়োগ দেয়া হ‌য়ে‌ছে।,তিন বছরের জন্য তাকে চুক্তিতে এই পদে নিয়োগ দেয়া হয়েছে।,[],,,,,,,
f39bc33f25f08cb0863a84f9fc064deaabece13f46aee54a2e4f7015aeafd3c0,kothon_v4,CHI,train,sentence,৫৩৯ জন চিকিৎসা লই  বাড়ি ফিরি গিয়ি।,৫৩৯ জন চিকিৎসা লই বাড়ি ফিরি গিয়ি।,৫৩৯ জন চিকিৎসা নিয়ে বাড়ি ফিরে গেছেন।,৫৩৯ জন চিকিৎসা নিয়ে বাড়ি ফিরে গেছেন।,[],,,,,,,
afb37284d92789b8a8378286ed7f81688f58a4e16644addbee4cdfdb777f56d4,kothon_v4,CHI,train,sentence,আজিয়া কজন দুখ পাইয়ী?,আজিয়া কজন দুখ পাইয়ী?,আজি কজন ব্যথা পেয়েছে?,আজি কজন ব্যথা পেয়েছে?,[],,,,,,,
a7ec4b3cedae57536ff918f43eee4f2548e7116083d2198f05381b9aa4d78076,kothon_v4,CHI,train,sentence,"টিসিবির মুখপাত্র হুমায়ুন কবির কোইয়ী, ""বাজার নিয়ন্ত্রণর রাইখতু আরা দেশত উগগো সপ্তাহর লাই ট্রাকত গরি পেঁয়াজউদ্দো কয়েকগো নিত্য প্রয়োজনীয় পণ্য বিক্রি গরিবু  টিসিবি।""","টিসিবির মুখপাত্র হুমায়ুন কবির কোইয়ী, ""বাজার নিয়ন্ত্রণর রাইখতু আরা দেশত উগগো সপ্তাহর লাই ট্রাকত গরি পেঁয়াজউদ্দো কয়েকগো নিত্য প্রয়োজনীয় পণ্য বিক্রি গরিবু টিসিবি।","টিসিবির মুখপাত্র হুমায়ুন কবির বলেন, ""বাজার নিয়ন্ত্রণে রাখতে সারা দেশে এক সপ্তাহের জন্য ট্রাকে করে পেঁয়াজসহ কয়েকটি নিত্য প্রয়োজনীয় পণ্য বিক্রি করবে টিসিবি।""","টিসিবির মুখপাত্র হুমায়ুন কবির বলেন, ""বাজার নিয়ন্ত্রণে রাখতে সারা দেশে এক সপ্তাহের জন্য ট্রাকে করে পেঁয়াজসহ কয়েকটি নিত্য প্রয়োজনীয় পণ্য বিক্রি করবে টিসিবি।",[],,,,,,,
99430277d86a453470dff68fcc049a9f4327bd492dc78248efc6ab3a7d0b01cf,kothon_v4,CHI,validation,sentence,"মাইয়াইবা নিজেই এবার অবাক হোই কোইয়ী, বুইঝঝুন কেন গরি?","মাইয়াইবা নিজেই এবার অবাক হোই কোইয়ী, বুইঝঝুন কেন গরি?","মেয়েটা নিজেই এবার বিস্মিত হয়ে বলল, বুঝলেন কি করে?","মেয়েটা নিজেই এবার বিস্মিত হয়ে বলল, বুঝলেন কি করে?",[],,,,,,,
049f449b6077e1600f887c638fa00a68c6948ad580d2e5685be5aba11f2b8a61,kothon_v4,CHI,train,sentence,"আগ্রহ লৈ  টিভির নাটক, ছায়াছন্দ এবং বাংলা সিনেমা চাইতু ।","আগ্রহ লৈ টিভির নাটক, ছায়াছন্দ এবং বাংলা সিনেমা চাইতু।","আগ্রহ নিয়ে টিভির নাটক, ছায়াছন্দ এবং বাংলা সিনেমা দেখতেন।","আগ্রহ নিয়ে টিভির নাটক, ছায়াছন্দ এবং বাংলা সিনেমা দেখতেন।",[],,,,,,,
66f215898045422913fe675e2f829f23f46981ba9303d9ba71e779e2f91b2866,kothon_v4,CHI,train,phrase,নানান ঝামেলাত  আছি।,নানান ঝামেলাত আছি।,নানান ঝামেলায় আছি।,নানান ঝামেলায় আছি।,[],,,,,,,
8e9397ceb0249c2583544594a8f6f5dc6d4e1176b7843c66e071d09603b034be,kothon_v4,CHI,train,sentence,"গম্ভীর গলাত কোইয়ী, পাথরইবার বিশেষত্ব কি?","গম্ভীর গলাত কোইয়ী, পাথরইবার বিশেষত্ব কি?","গম্ভীর গলায় বললেন, পাথরটার বিশেষত্ব কি?","গম্ভীর গলায় বললেন, পাথরটার বিশেষত্ব কি?",[],,,,,,,
6fa026bb25b21f0a3d5f1fbef7bd7b036b50ba95aa6b2bd4c31ab19c9b12f2a0,kothon_v4,CHI,train,phrase,অবশ্যই দেখাইবেন।,অবশ্যই দেখাইবেন।,অবশ্যই দেখাবেন।,অবশ্যই দেখাবেন।,[],,,,,,,
5b3c00229b8b0ac294656a529e01f8793c08569e4be0f9898a902ac3c618f865,kothon_v4,SYL,validation,sentence,খেউর লাগিয়া অফেক্ষা খরের।,খেউর লাগিয়া অফেক্ষা খরের।,কারো জন্যে অপেক্ষা করছে।,কারো জন্যে অপেক্ষা করছে।,[],,,,,,,
4766f5d9970590bc1f1249f6178e10de0fd690bb532299ae247503426654c20a,kothon_v4,SYL,validation,sentence,"মোটা না ছিখনা, লম্বা না বাইট্টা?","মোটা না ছিখনা, লম্বা না বাইট্টা?","মোটা না রোগা, লম্বা না বেঁটে?","মোটা না রোগা, লম্বা না বেঁটে?",[],,,,,,,
849b9c4e547dbfce3d34058ad76bc1118ca5d3e8d326293f73cf95f1677f76f5,kothon_v4,SYL,train,sentence,"ফকেটে আত  দিছওইন, মন ও ওয়  রুমাল কোজরা।","ফকেটে আত দিছওইন, মন ও ওয় রুমাল কোজরা।","পকেটে হাত দিচ্ছেন, সম্ভবত রুমালের খোঁজে।","পকেটে হাত দিচ্ছেন, সম্ভবত রুমালের খোঁজে।",[],,,,,,,
77b420b0d70a49d4981d5abc0574ffc2f5eb2a062583d19507e14cb3a921e6b9,kothon_v4,SYL,train,sentence,অফেক্ষা খরা এক হুকনা বেটাই মনো হয় বডি বিণ্ডাররার লীডার।,অফেক্ষা খরা এক হুকনা বেটাই মনো হয় বডি বিণ্ডাররার লীডার।,অপেক্ষমান এক শুটকা যুবকই মনে হয় বডি বিণ্ডারদের লীডার।,অপেক্ষমান এক শুটকা যুবকই মনে হয় বডি বিণ্ডারদের লীডার।,[],,,,,,,
2bcdfa8ae0887de6832ead5a01a56bb93c74b4c0c88277a9619833b4b3b1ac27,kothon_v4,SYL,train,sentence,মাটির ছুলার তিনটা মাথা ভাইঙ্গা একদিন খাইলাইছইন।,মাটির ছুলার তিনটা মাথা ভাইঙ্গা একদিন খাইলাইছইন।,মাটির চুলার তিনটা মাথা ভেঙ্গে একদিন খেয়ে ফেললেন।,মাটির চুলার তিনটা মাথা ভেঙ্গে একদিন খেয়ে ফেললেন।,[],,,,,,,
bdfc52d4fa85a7065e2dae66a1c2550b445082f1df9fd4e1e49c2bb364ad9480,kothon_v4,SYL,train,sentence,"খফাল, বুঝলানি হিমু ভাই, সব অউ খফাল।","খফাল, বুঝলানি হিমু ভাই, সব অউ খফাল।","ভাগ্য, বুঝলেন হিমু ভাই, সবই ভাগ্য।","ভাগ্য, বুঝলেন হিমু ভাই, সবই ভাগ্য।",[],,,,,,,
1eee2f8c64c5c78c089fcecf4dabb007be68c8729e33b4937bdc4a3b67667485,kothon_v4,SYL,test,sentence,অনে  আবার রিজার্ভেশন খরাও ।,অনে আবার রিজার্ভেশন খরাও।,এখন আবার রিজার্ভেশন করাও।,এখন আবার রিজার্ভেশন করাও।,[],,,,,,,
989580b3eaeee7718244b9b4e321ae3938ed896c218c16e16ad60de1657bc302,kothon_v4,SYL,train,sentence,"হাদিস থাকিয়া জানা যায় যে, ""ন্যাইয্য অধিকার চাইতে গিয়া অথবা জালিমোর আতো মৃত্যু বরণকারী মুসলিম আখেরাতো শহীদোর মর্যাদা ফাইব।","হাদিস থাকিয়া জানা যায় যে, ""ন্যাইয্য অধিকার চাইতে গিয়া অথবা জালিমোর আতো মৃত্যু বরণকারী মুসলিম আখেরাতো শহীদোর মর্যাদা ফাইব।","হাদিস থেকে জানা যায় যে, ""ন্যায্য অধিকার চাইতে গিয়ে অথবা জালিমের হাতে মৃত্যু বরণকারী মুসলিম আখেরাতে শহীদের মর্যাদা পাবে।","হাদিস থেকে জানা যায় যে, ""ন্যায্য অধিকার চাইতে গিয়ে অথবা জালিমের হাতে মৃত্যু বরণকারী মুসলিম আখেরাতে শহীদের মর্যাদা পাবে।",[],,,,,,,
d12664e138dc2612c332ae0753a60da00a7325cdcecc0a268c22891c859fda0b,kothon_v4,SYL,train,sentence,তাইন মনও ওয়  তাইনোরর শরীর-স্বাইস্থ্য লইয়া আমার লগে মাততা ছাইন না।,তাইন মনও ওয় তাইনোরর শরীর-স্বাইস্থ্য লইয়া আমার লগে মাততা ছাইন না।,তিনি বোধহয় তাঁর শরীর-স্বাস্থ্য নিয়ে আমার সঙ্গে কথা বলতে চান না।,তিনি বোধহয় তাঁর শরীর-স্বাস্থ্য নিয়ে আমার সঙ্গে কথা বলতে চান না।,[],,,,,,,
b8ac6141672b9967a1bd5790b0971ad709c281085c978c3f2a3a2c33e1ba63e1,kothon_v4,SYL,train,sentence,এর আগে প্রধানমন্ত্রী শেখ হাছিনা বাংলাদেশোর সময় বিখাল  ৯টা ৩৫ মিনিটে লন্ডনো যাওয়ার লাগিয়া হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ছাড়ছইন।,এর আগে প্রধানমন্ত্রী শেখ হাছিনা বাংলাদেশোর সময় বিখাল ৯টা ৩৫ মিনিটে লন্ডনো যাওয়ার লাগিয়া হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ছাড়ছইন।,এর আগে প্রধানমন্ত্রী শেখ হাসিনা বাংলাদেশ সময় সকাল ৯টা ৩৫ মিনিটে লন্ডনের পথে হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ত্যাগ করেন।,এর আগে প্রধানমন্ত্রী শেখ হাসিনা বাংলাদেশ সময় সকাল ৯টা ৩৫ মিনিটে লন্ডনের পথে হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর ত্যাগ করেন।,[],,,,,,,
02e98d12520b3a6411ec2777466a855ccd3b9498c0ac5c221a0611e46d595f29,local_chatgaiyyaalap_v1,CHI,train,sentence,যেন চলি অ্যাঁরার আঁত,যেন চলি অ্যাঁরার আঁত,যেমন চলে আমাদের হাত,যেমন চলে আমাদের হাত,[],,,,,,,
9c993b6cf3368e87230ce6fd80f0833fb1a650057f4af4eaa25f24a4015e2ed5,local_chatgaiyyaalap_v1,CHI,train,sentence,ডাক্তারর হথা ছাড়া ওষধ ন হাইব্যু,ডাক্তারর হথা ছাড়া ওষধ ন হাইব্যু,ডাক্তারের কথা ছাড়া ঔষধ খাবে না,ডাক্তারের কথা ছাড়া ঔষধ খাবে না,[],,,,,,,
250a9a1191b5ea61fe88a13a5d7232d875aecf1202b8d81db2842027652a4854,local_chatgaiyyaalap_v1,CHI,train,sentence,লইব্যি ল অ্যাঁই টিঁয়া ন দিয়্যুম,লইব্যি ল অ্যাঁই টিঁয়া ন দিয়্যুম,নিবি নে আমি টাকা দিব না,নিবি নে আমি টাকা দিব না,[],,,,,,,
3724badc5508e3d8fa2078cd71df78b39de50ee28cdc5b51af6db495484625b7,local_chatgaiyyaalap_v1,CHI,test,sentence,হাবলু আর হতোক্ষন ফাইত্ত,হাবলু আর হতোক্ষন ফাইত্ত,হাবলু আর কতক্ষণ পারবে,হাবলু আর কতক্ষণ পারবে,[],,,,,,,
