path,bytes,sha256,rows,columns,column_names
figures/q1/source_data/fig_model_parameter_decomposition.csv,1118,b32d3a8d9879e5d18b7465a7532c4e6ed3b1c401b7fe04f128620b0eedbdd75b,4,20,"model_id, batch_size, sequence_length, tokens_per_step, median_step_seconds, mean_step_seconds, tokens_per_second, peak_memory_gib, last_loss, total_parameters, active_parameters_per_token, inactive_expert_parameters_per_token, active_fraction, optimizer_muon_tensors, optimizer_adamw_tensors, grouped_gemm, mtp, variant, active_millions, inactive_millions"
figures/q1/source_data/fig_model_throughput_memory.csv,1118,b32d3a8d9879e5d18b7465a7532c4e6ed3b1c401b7fe04f128620b0eedbdd75b,4,20,"model_id, batch_size, sequence_length, tokens_per_step, median_step_seconds, mean_step_seconds, tokens_per_second, peak_memory_gib, last_loss, total_parameters, active_parameters_per_token, inactive_expert_parameters_per_token, active_fraction, optimizer_muon_tensors, optimizer_adamw_tensors, grouped_gemm, mtp, variant, active_millions, inactive_millions"
figures/q1/source_data/fig_pretraining_acceptance.csv,177,0c210f6998c0a2a5979295f8e8deb9bd28443f4c0029c46411754fcf1cbfbed1,7,2,"reason, documents"
figures/q1/source_data/fig_pretraining_shard_balance.csv,2963,ad19bbf2957550fdd1042db6d95deae92f741fb32bec81186214b43f205c826f,57,8,"rows, tokens, characters, train_rows, validation_rows, bytes, shard_index, validation_fraction"
figures/q1/source_data/fig_stage_s_retention_tradeoff.csv,3358,59f04a1025bcd5458bfdf037797de9cd9cb01b6f1444e321dda47b812d3934ac,28,9,"candidate_id, source, optimizer_step, macro_chrfpp, worst_dialect_chrfpp, replay_degradation_percent, replay_guard_pass, selected_schedule, selected_checkpoint"
figures/q1/source_data/fig_switch_router_load.csv,5654,6a878eeef31b1295026f2fba212569f09246dd40e9d8d59b2c34cc09b313bff4,21,17,"global_step, microbatch, tokens_seen, loss, lm_loss, mtp_loss, gradient_norm, lr_scale, interval_tokens_per_second, overall_tokens_per_second, peak_memory_gib, bank_constraint_strength, router_load_cv, router_entropy, router_z_loss, condition, tokens_millions"
figures/q1/source_data/fig_switch_router_validation.csv,1013,50b5286677aecf990f48281b8a5b96dcc598b446135d3fe8f7860a5e52126f3f,8,8,"validation_nll, validation_perplexity, validation_bpc, validation_predicted_tokens, global_step, tokens_seen, condition, tokens_millions"
figures/q1/source_data/fig_task_calibration.csv,2862,3537fbdda9aae4180e6bfa551828ea86f3eb20fbfa8298c6b8c0a32decb450e0,55,6,"variant, seed, bin, count, confidence, accuracy"
figures/q1/source_data/fig_task_id_class_heatmap.csv,6781,c58b2589545a6069969e95f9a00703b26de581fda4d401553b5efd60c6d806d4,91,8,"label_id, dialect, precision, recall, f1, support, variant, seed"
figures/q1/source_data/fig_task_id_confusion.csv,15722,806adcb654f05e063fd7ea533e7e0041a088d00f045ab93aefbcc1754cbd38f0,507,4,"variant, true, predicted, rate"
figures/q1/source_data/fig_task_norm_dialect_heatmap.csv,7408,6d58b82915eabffe33eb7b54a92a3797107dc83966b27b77eb8569a56cdb0ba9,56,11,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation, variant, seed"
figures/q1/source_data/fig_task_replay_tradeoff.csv,19728,bb9585246dcdad9c4fb831375d44a63632c8b20c69157f16bfe8ccedf34e881e,42,22,"variant, seed, step, selected, rows, corpus_chrfpp, macro_chrfpp, worst_dialect_chrfpp, corpus_sacrebleu, macro_sacrebleu, corpus_ter, cer, wer, exact_match, chrf_signature, bleu_signature, ter_signature, replay_nll, baseline_replay_nll, replay_relative_degradation, replay_guard_pass, replay_degradation_percent"
figures/q1/source_data/fig_task_seed_stability.csv,1063,747b4274bf0d58f103094ef5a392d69ffef9fea02af221c83f76a080083935a7,7,10,"variant, seed, macro_chrfpp, worst_dialect_chrfpp, replay_degradation_percent, regional_macro_f1, worst_present_dialect_f1, ece_15, stage_s_validation_id, stage_id_validation_id"
figures/q1/source_data/fig_task_stage_id_trajectories.csv,21334,2342333ac02c3909294c5adc5f3a3d2a10dee373679a7a63cdd87223289320b6,108,14,"variant, seed, epoch, selected, accuracy, balanced_accuracy, macro_f1_13, regional_macro_f1, weighted_f1, mcc, ece_15, brier, worst_present_dialect_f1, examples"
figures/q1/source_data/fig_task_stage_loss_components.csv,380924,8798b1ad5f50b1740ff5a51950e1658fe9fc2a965798383aff6615b233c46f61,1247,25,"epoch, global_step, loss, language_model_loss, classification_loss, contrastive_loss, dialect_loss, source_loss, mtp_loss, router_z_loss, balance_loss, gradient_norm, muon_gradient_norm, adamw_gradient_norm, lr_scale, tokens_seen, examples_seen, tokens_per_second, elapsed_seconds, peak_memory_gib, variant, seed, stage, progress, smoothed_loss"
figures/q1/source_data/fig_task_stage_s_trajectories.csv,18911,6b80b1e9582405d594368fb7ccaf373b6b30ae9c5e2becc523ac4720f6822b5b,42,21,"variant, seed, step, selected, rows, corpus_chrfpp, macro_chrfpp, worst_dialect_chrfpp, corpus_sacrebleu, macro_sacrebleu, corpus_ter, cer, wer, exact_match, chrf_signature, bleu_signature, ter_signature, replay_nll, baseline_replay_nll, replay_relative_degradation, replay_guard_pass"
figures/q1/source_data/fig_task_training_efficiency.csv,1074,b4ce3347371b8c6cc68844944bb30c2e9d50c0a6bd899120ffdbf5e4bbfa11c9,14,6,"variant, seed, stage, elapsed_minutes, tokens_per_second, peak_memory_gib"
figures/q1/source_data/fig_tokenizer_dialect_fertility.csv,7255,d7cde820f07c99280f340a20ad1615723d4cce117de5e996b5be9f7c40dbd48c,52,13,"candidate_id, dialect, rows, tokens, characters, bytes, unk_tokens, tokens_per_character, tokens_per_byte, mean_fertility, p95_tokens, roundtrip_exact_rate, canonical_roundtrip_exact_rate"
figures/q1/source_data/fig_tokenizer_fairness.csv,5440,dcf24b6fb1d0950d1588541e4a1f334b0a237efdfb3b1e07fe86dd98b3ec3ce9,12,27,"candidate_id, family, corpus, requested_vocab_size, actual_vocab_size, rows, tokens, characters, bytes, unk_tokens, tokens_per_character, tokens_per_byte, mean_fertility, p95_tokens, roundtrip_exact_rate, canonical_roundtrip_exact_rate, unk_rate, worst_dialect_tokens_per_character, best_dialect_tokens_per_character, dialect_cost_ratio, dialect_cost_gini, dialect_cost_std, intrinsic_score, passes_hard_gates, elapsed_seconds, tokenizer_sha256, proxy_shortlisted"
figures/q1/source_data/fig_tokenizer_proxy_stability.csv,537,f1530acdf9c32f56e2f8b3cbea8a58d060afef022ac84cfd36f83a5efb8882b3,4,6,"candidate_id, mean_bpc, sd_bpc, mean_throughput, sd_throughput, mean_range"
figures/q1/source_data/fig_tokenizer_tradeoff.csv,1060,7cb0cecf61cac00545a96610b88e02a59fc3f99d387ac9304b71187e069512d9,4,15,"candidate_id, seeds, mean_bpc, std_bpc, mean_worst_dialect_bpc, std_worst_dialect_bpc, mean_tokens_per_second, mean_peak_memory_gib, total_parameters, vocab_size, tokens_per_character, intrinsic_score, passes_global_bpc_gate, passes_token_cost_gate, selected"
figures/q1/source_data/fig_tokenizer_vocab_scaling.csv,5440,dcf24b6fb1d0950d1588541e4a1f334b0a237efdfb3b1e07fe86dd98b3ec3ce9,12,27,"candidate_id, family, corpus, requested_vocab_size, actual_vocab_size, rows, tokens, characters, bytes, unk_tokens, tokens_per_character, tokens_per_byte, mean_fertility, p95_tokens, roundtrip_exact_rate, canonical_roundtrip_exact_rate, unk_rate, worst_dialect_tokens_per_character, best_dialect_tokens_per_character, dialect_cost_ratio, dialect_cost_gini, dialect_cost_std, intrinsic_score, passes_hard_gates, elapsed_seconds, tokenizer_sha256, proxy_shortlisted"
figures/q1/source_data/fig_training_curves.csv,142871,6d42d045837863a0541533e107f4a74717066d5acc081588e1c47b0a6127e1da,570,19,"global_step, microbatch, tokens_seen, loss, lm_loss, mtp_loss, gradient_norm, lr_scale, interval_tokens_per_second, overall_tokens_per_second, peak_memory_gib, model, phase, tokens_millions, smoothed_lm_loss, bank_constraint_strength, router_load_cv, router_entropy, router_z_loss"
figures/q1/source_data/fig_upcycling_recovery.csv,2617,6bbfc255090cda490bd81896ee32553102317eeb2e10e6fbb020d25fdb62f0e5,25,8,"validation_nll, validation_perplexity, validation_bpc, validation_predicted_tokens, global_step, tokens_seen, condition, tokens_millions"
figures/q1/source_data/fig_validation_checkpoint_selection.csv,1063,747b4274bf0d58f103094ef5a392d69ffef9fea02af221c83f76a080083935a7,7,10,"variant, seed, macro_chrfpp, worst_dialect_chrfpp, replay_degradation_percent, regional_macro_f1, worst_present_dialect_f1, ece_15, stage_s_validation_id, stage_id_validation_id"
figures/q1/source_data/fig_validation_curves.csv,7335,1b8f8c257184db77f5c3c62c26b25db5d29cbd318b488e3b92e80a28b75dc49e,75,8,"validation_nll, validation_perplexity, validation_bpc, validation_predicted_tokens, global_step, tokens_seen, model, tokens_millions"
metrics/development_source_blind/N_COPY_SOURCE_BLIND_validation_by_dialect.csv,1007,d768e2fb10a7d646fc75f0dc0d8408e04b4a5052383a91961a6bf8dbb853b570,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/development_source_blind/N_WORD_REWRITE_CONSENSUS_SOURCE_BLIND_validation_by_dialect.csv,1028,7441eafaedf572ca997b676413b36288c8ceb0dd1604584b215d367b313c7794,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/development_source_blind/N_WORD_REWRITE_INFERRED_DIALECT_validation_by_dialect.csv,1036,2b20a4c91a576641c90038319ec7991ed67350540afb1d02014b4a7e7ba4d956,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/development_source_blind/N_WORD_REWRITE_INFERRED_SUPPORTED_DIALECT_validation_by_dialect.csv,1034,713d7921a15552116cd81d0bd10847b59a4740735251f229f96615155e690f59,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/development_source_blind/N_WORD_REWRITE_ORACLE_GOLD_DIALECT_validation_by_dialect.csv,1041,3349671ec1a70615f712d0b5a61eb6e7988a4f4c93d58c8c4d6935676b82a499,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/development_source_blind/N_WORD_REWRITE_POOLED_SOURCE_BLIND_validation_by_dialect.csv,1027,12ca2b9007171f6cd131996b527255075da5505c50f48e53b04f8b4dcfc9c027,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/identification/ID_CHAR_TFIDF_SVM_external_transcript_per_class.csv,666,0c9ae72f3551d385f0fce6ba67ce48590904d8fad42de1fb0b1a6bbec6790823,13,6,"label_id, dialect, precision, recall, f1, support"
metrics/identification/ID_CHAR_TFIDF_SVM_iid_test_per_class.csv,884,de4dcff76cd8e18481e0e4c08610c8ebdf0f22f0f027a17321fc6057f5a11b61,13,6,"label_id, dialect, precision, recall, f1, support"
metrics/identification/ID_CHAR_TFIDF_SVM_source_ood_per_class.csv,636,c2bb455b4cb78f2f43b89363f7d9061dfc87079043f22cb29304c97708fc2ff0,13,6,"label_id, dialect, precision, recall, f1, support"
metrics/normalization/N_COPY_iid_test_by_dialect.csv,977,d260768308b249c2f7f123fa7f136f37c6702818a15d5df9c14e1c3d45e182f6,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_COPY_source_ood_by_dialect.csv,675,9fd0b10885cfe733e78e6164a26f182574698ae216e46a6e0b8fd12f61f89410,5,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_COPY_validation_by_dialect.csv,1007,d768e2fb10a7d646fc75f0dc0d8408e04b4a5052383a91961a6bf8dbb853b570,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_COPY_zero_shot_raj_by_dialect.csv,195,a89010dbdba1dc526e2f23fddac41ea245246878e9e630d875df5c81694a3ee8,1,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_WORD_REWRITE_iid_test_by_dialect.csv,1021,42f03c29ff20b02ab71fb2f131752ca33e50ee9684df7e37201b826c8ce4131f,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_WORD_REWRITE_source_ood_by_dialect.csv,690,41dad317e85c47064d9220e7cdc39fa18fc163e53b8f1009d387a46b9eb0e486,5,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_WORD_REWRITE_validation_by_dialect.csv,1041,3349671ec1a70615f712d0b5a61eb6e7988a4f4c93d58c8c4d6935676b82a499,8,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
metrics/normalization/N_WORD_REWRITE_zero_shot_raj_by_dialect.csv,195,a89010dbdba1dc526e2f23fddac41ea245246878e9e630d875df5c81694a3ee8,1,9,"dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
reports/HUMAN_NATIVE_REVIEW_SAMPLE.csv,88991,4dbe793b1393ddcfc4a32e2c27e9263d31c1ac564f3a43cbd5bb999e5cddb220,230,17,"row_id, source_id, dialect, split, granularity, source_text_raw, source_text_model, target_text_raw, target_text_model, quality_flags, reviewer_id, dialect_authenticity_1_to_5, target_adequacy_1_to_5, target_fluency_1_to_5, label_correct_yes_no, unsafe_or_pii_yes_no, review_notes"
reports/model/classical_identification_results.csv,5950,0d5b88c21cfd8b869145d8ccce6eae4f201b025a073c47d2a60db9f17d61d04e,28,13,"model_id, split, accuracy, balanced_accuracy, macro_f1_13, regional_macro_f1, weighted_f1, mcc, ece_15, brier, worst_present_dialect_f1, examples, seed"
reports/model/classical_normalization_results.csv,3267,075f183b2a743160859a471e40fc100f350ac6af18289503bf06d13383a8b586,8,15,"model_id, split, rows, corpus_chrfpp, macro_chrfpp, worst_dialect_chrfpp, corpus_sacrebleu, macro_sacrebleu, corpus_ter, cer, wer, exact_match, chrf_signature, bleu_signature, ter_signature"
reports/model/development_fusion_architecture_transfer.csv,1249,f25cbd9c529d969033b686800ab4407b780260f77e9365d48997ecbf32c7aac8,6,10,"variant, seed, normalization_raw_macro_chrfpp, normalization_rewrite_macro_chrfpp, normalization_fused_macro_chrfpp, normalization_fused_worst_dialect_chrfpp, normalization_selected_neural_fraction, identification_raw_regional_macro_f1, identification_fused_regional_macro_f1, identification_fused_ece_15"
reports/model/development_fusion_uncertainty.csv,520,fd32a88a45fbf4a46d7cb62e210c3c73ee19f0bea045ae2d3479e23122341118,2,10,"task, mean_delta, bootstrap_mean_delta, confidence_lower_95, confidence_upper_95, bootstrap_probability_positive, paired_randomization_observed_delta, paired_randomization_p_two_sided, bootstrap_replicates, randomization_replicates"
reports/model/foundation_router_diagnostics.csv,934,14d9e7e4bae5f4ad4c2468d8ca495802a3864abd98111ef01b918d71bd516660,2,22,"run_id, architecture, tokens_seen, logged_points, router_load_cv_mean, router_load_cv_max, router_load_cv_final, cv_threshold, stability_start_tokens, stability_logged_points, cv_threshold_exceedances, cv_threshold_exceedance_fraction, longest_consecutive_cv_exceedance, router_entropy_min, router_entropy_final, router_z_loss_max, nonfinite_diagnostic_values, validation_points, validation_bpc_regressions, initial_validation_bpc, final_validation_bpc, persistent_expert_collapse"
reports/model/gb10_model_benchmark.csv,997,df5d1a8a19f7a6026ec6af0f5a3b49db2829b23cd22f193f145064e208c4886b,4,17,"model_id, batch_size, sequence_length, tokens_per_step, median_step_seconds, mean_step_seconds, tokens_per_second, peak_memory_gib, last_loss, total_parameters, active_parameters_per_token, inactive_expert_parameters_per_token, active_fraction, optimizer_muon_tensors, optimizer_adamw_tensors, grouped_gemm, mtp"
reports/model/id_fusion_alpha_grid.csv,4491,074b27e9b5b095e56d535e38a51719396df1361a23694742b5f3c83958bb4aa4,41,6,"alpha_neural, mean_regional_macro_f1, mean_macro_f1_13, mean_accuracy, mean_worst_present_dialect_f1, mean_ece_15"
reports/model/id_fusion_per_run_grid.csv,48895,cd6c6b5945d1b6c56da4aa36ccbd68bea731db494bec643c073c86007ece3bd7,246,13,"alpha_neural, variant, seed, accuracy, balanced_accuracy, macro_f1_13, regional_macro_f1, weighted_f1, mcc, ece_15, brier, worst_present_dialect_f1, examples"
reports/model/main_identification_by_class_all_current.csv,10352,a42eaba0a27cb806a777acebf7f55f582ae6a30d147e5002b1be9c74de1cc06b,156,9,"variant, seed, selected_epoch, label_id, dialect, precision, recall, f1, support"
reports/model/main_identification_by_class_current.csv,770,ecc3035bb417022090b0c33eaf45b5185781d824a5183caf48a32fe44824331a,13,7,"dialect, validation_support, m0_f1_mean, m0_f1_sd, m1_f1_mean, m1_f1_sd, m1_minus_m0"
reports/model/main_validation_by_dialect_all_current.csv,11887,41690081a817ebe33881dfac7079e77f4bcb363a14aaa0670fef0590a610a49a,96,12,"variant, seed, selected_step, dialect, rows, chrfpp, sacrebleu, ter, cer, wer, exact_match, number_preservation"
reports/model/main_validation_by_dialect_current.csv,653,46881826f245d73399ca37bf720679b3a17b81067744747bfab36f263b4dbf82,8,8,"dialect, validation_rows, word_rewrite_chrfpp, m0_chrfpp_mean, m0_chrfpp_sd, m1_chrfpp_mean, m1_chrfpp_sd, m1_minus_word_rewrite"
reports/model/main_validation_results_current.csv,2056,71334a2c6599d1a86de00e02fcb943416e22e970f0018b0f6acf1fd0456031a5,12,17,"variant, seed, status, norm_macro_chrfpp, norm_worst_dialect_chrfpp, replay_nll, replay_degradation_percent, norm_selected_step, id_accuracy, id_balanced_accuracy, id_macro_f1_13, id_regional_macro_f1, id_mcc, id_ece_15, id_brier, id_worst_present_dialect_f1, id_selected_epoch"
reports/model/normalization_fusion_selection_grid.csv,9587,c8235f6b835d76bf84ea64337d3b9ad257ef0698b079e275d8c324405576cb6b,63,9,"model, threshold, oof_margin_correlation, neural_selection_fraction, selected_neural_win_rate, mean_macro_chrfpp, mean_worst_dialect_chrfpp, mean_corpus_chrfpp, mean_exact_match"
reports/model/normalization_fusion_selection_v2_grid.csv,3278,6166e15f343197b95e736c88fabceda4159bd62605b334ced75dc74027d96741,21,9,"model, threshold, oof_margin_correlation, neural_selection_fraction, selected_neural_win_rate, mean_macro_chrfpp, mean_worst_dialect_chrfpp, mean_corpus_chrfpp, mean_exact_match"
reports/model/source_blind_normalization_baselines.csv,2800,775ea5d678ec8231b0269df028de65ccfddeed0adefbddf57319c3987f0a7d0e,6,17,"model_id, split, evidence, test_data_access, rows, corpus_chrfpp, macro_chrfpp, worst_dialect_chrfpp, corpus_sacrebleu, macro_sacrebleu, corpus_ter, cer, wer, exact_match, chrf_signature, bleu_signature, ter_signature"
reports/model/task_inference_benchmark.csv,3789,34d22a88ab096409d43b6ff8860c5058cbc3b3ef6b4eea0315cb9ee095d6ad5b,16,15,"variant, task, batch_size, examples, elapsed_seconds, examples_per_second, milliseconds_per_example, generated_tokens, generated_tokens_per_second, peak_memory_gib, checkpoint_sha256, total_parameters, active_parameters_per_token, inactive_expert_parameters_per_token, active_fraction"
reports/tokenizer/tokenizer_intrinsic_by_dialect.csv,21676,8f830a5f89489abf283a176babffeebb61269af6356ae21625bd7ae74e6ab093,156,13,"candidate_id, dialect, rows, tokens, characters, bytes, unk_tokens, tokens_per_character, tokens_per_byte, mean_fertility, p95_tokens, roundtrip_exact_rate, canonical_roundtrip_exact_rate"
reports/tokenizer/tokenizer_intrinsic_screen.csv,5522,545dfc1046a05f68b6b0380f7ea1318ee46b2bb74a33042b2c6a634c48ddab04,12,27,"candidate_id, family, corpus, requested_vocab_size, actual_vocab_size, rows, tokens, characters, bytes, unk_tokens, tokens_per_character, tokens_per_byte, mean_fertility, p95_tokens, roundtrip_exact_rate, canonical_roundtrip_exact_rate, unk_rate, worst_dialect_tokens_per_character, best_dialect_tokens_per_character, dialect_cost_ratio, dialect_cost_gini, dialect_cost_std, intrinsic_score, passes_hard_gates, elapsed_seconds, tokenizer_sha256, proxy_shortlisted"
reports/tokenizer/tokenizer_proxy_dialect_metrics.csv,19538,705171fe69b45024b0b23faffb49582f08a481a06038b4a0069a644290d47d48,156,10,"candidate_id, seed, dialect, rows, nll, predicted_tokens, characters, nll_per_token, perplexity, bits_per_character"
reports/tokenizer/tokenizer_proxy_seed_metrics.csv,4020,d0841ec6bf687de61bfaff3f092bfa9250eccfb2f14619359b19dbc0ca2eea35,12,23,"candidate_id, seed, vocab_size, total_parameters, active_parameters_per_token, inactive_expert_parameters_per_token, active_fraction, training_tokens, training_steps, mean_training_loss, training_seconds, training_tokens_per_second, peak_memory_gib, validation_rows, validation_nll, validation_predicted_tokens, validation_characters, validation_nll_per_token, validation_perplexity, validation_bits_per_character, validation_worst_dialect_bpc, validation_best_dialect_bpc, validation_dialect_bpc_range"
reports/tokenizer/tokenizer_proxy_summary.csv,1074,a35b9d81926a7f5ccd173475b301e0cbc8be5fa580a66277947f19e1aa7edbbb,4,15,"candidate_id, seeds, mean_bpc, std_bpc, mean_worst_dialect_bpc, std_worst_dialect_bpc, mean_tokens_per_second, mean_peak_memory_gib, total_parameters, vocab_size, tokens_per_character, intrinsic_score, passes_global_bpc_gate, passes_token_cost_gate, selected"
tables/paper/continuation_learning_rate_pilot.csv,1868,c319a5d8fe53fc93ff3244f5dc786191beca2950cbe9ca5cef077373775cb9ab,4,14,"id, muon_lr, adamw_lr, initial_validation_bpc, final_validation_bpc, maximum_post_start_validation_bpc, final_relative_bpc_regression, maximum_relative_bpc_regression, eligible, resolved_config, validation_log, training_report, final_checkpoint, selected"
tables/paper/dataset_counts.csv,284,b743a3279fd4e252aeb6ea6d2ba6c600aa7d80986f31b8a1701030fc969c9a7a,9,2,"quantity, count"
tables/paper/development_fusion_uncertainty.csv,345,643615a013b7c1a18a5d892a41d9a2307b23cf7fcf633c528a638339b2769cba,2,7,"task, paired_mean_gain, confidence_lower_95, confidence_upper_95, randomization_p_two_sided, bootstrap_replicates, randomization_replicates"
tables/paper/identification_dialect_splits.csv,361,5842cbb0bed9620dfbb50fc361818c550dc763f50206dff952d97136f9bbee5a,13,6,"dialect, train, validation, test, test_ood, test_external"
tables/paper/model_systems.csv,356,7fd6efa46c481c5bb261dc5807d5471c0b51c263ddda840e55033d9898cda2cd,4,5,"model_id, total_parameters, active_parameters_per_token, tokens_per_second, peak_memory_gib"
tables/paper/normalization_dialect_splits.csv,224,9a9c320d8dcdd7c427a162969cfbdc0f3a0f2e64807bdfe2ee47917d2f9d4768,9,5,"dialect, train, validation, test, test_ood"
tables/paper/stage_s_retention_pilot.csv,704,c16529c61578a5813fa4440575bafb3bd256dd49d566b47b3d6ddd1b3e9dec70,5,11,"candidate, normalization_fraction, replay_fraction, muon_lr, adamw_lr, selected_step, macro_chrfpp, worst_dialect_chrfpp, replay_degradation_percent, eligible_checkpoints, selected"
tables/paper/switch_router_pilot.csv,405,8a2048c8dc7b45c717955aba4d58e10d1403a14468e10817f5423a8f3d7514e9,2,8,"strategy, run_id, initial_validation_bpc, final_validation_bpc, maximum_router_load_cv, final_router_load_cv, eligible, selected"
